model_name,parameters,f1,accuracy,precision,recall,confusion_matrix,RQ,Window Size,Hop Length,Correlation Treshold
extratrees,"{'max_depth': None, 'min_samples_split': 5, 'n_estimators': 200, 'random_state': 42}",0.4097969011847895,0.4129834254143646,0.4091917675603084,0.4129834254143646,"[[ 92  81  78]
 [ 54 124  55]
 [ 92  65  83]]",2,1.0,0.5,0.7
extratrees,"{'max_depth': 20, 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",0.4130762203702697,0.4157458563535912,0.4121687454324281,0.4157458563535912,"[[ 89  83  79]
 [ 45 124  64]
 [ 96  56  88]]",2,1.0,0.5,0.7
extratrees,"{'max_depth': 20, 'min_samples_split': 2, 'n_estimators': 200, 'random_state': 42}",0.381040149503958,0.3853591160220994,0.3795661516090418,0.3853591160220994,"[[ 77  82  92]
 [ 46 124  63]
 [ 97  65  78]]",2,1.0,0.5,0.7
extratrees,"{'max_depth': 20, 'min_samples_split': 5, 'n_estimators': 100, 'random_state': 42}",0.4120798464128668,0.4143646408839779,0.4110820109049172,0.4143646408839779,"[[ 95  73  83]
 [ 53 122  58]
 [ 93  64  83]]",2,1.0,0.5,0.7
extratrees,"{'max_depth': 20, 'min_samples_split': 5, 'n_estimators': 200, 'random_state': 42}",0.408923201781075,0.4129834254143646,0.4076741794719238,0.4129834254143646,"[[ 89  80  82]
 [ 47 129  57]
 [ 96  63  81]]",2,1.0,0.5,0.7
gaussiannb,{'var_smoothing': 1e-09},0.2731389232082218,0.3508287292817679,0.3635333375560041,0.3508287292817679,"[[ 41 194  16]
 [ 19 198  16]
 [ 36 189  15]]",2,1.0,0.5,0.7
gaussiannb,{'var_smoothing': 1e-08},0.2437191728757677,0.3301104972375691,0.3034184151216213,0.3301104972375691,"[[ 30 198  23]
 [ 20 197  16]
 [ 39 189  12]]",2,1.0,0.5,0.7
gaussiannb,{'var_smoothing': 1e-10},0.3143347804168128,0.3646408839779005,0.3730561198589493,0.3646408839779005,"[[ 62 163  26]
 [ 34 178  21]
 [ 49 167  24]]",2,1.0,0.5,0.7
adaboost,"{'learning_rate': 0.1, 'n_estimators': 50, 'random_state': 42}",0.3645242198674509,0.393646408839779,0.3952947372195873,0.393646408839779,"[[ 33  86 132]
 [ 20 119  94]
 [ 31  76 133]]",2,1.0,0.5,0.7
adaboost,"{'learning_rate': 0.1, 'n_estimators': 100, 'random_state': 42}",0.387189934831625,0.393646408839779,0.3948054824082862,0.393646408839779,"[[ 64  72 115]
 [ 42 110  81]
 [ 59  70 111]]",2,1.0,0.5,0.7
adaboost,"{'learning_rate': 1.0, 'n_estimators': 50, 'random_state': 42}",0.3828598984840012,0.3853591160220994,0.383748458759854,0.3853591160220994,"[[ 76  77  98]
 [ 51 111  71]
 [ 79  69  92]]",2,1.0,0.5,0.7
adaboost,"{'learning_rate': 1.0, 'n_estimators': 100, 'random_state': 42}",0.376879986062933,0.3770718232044199,0.3767653843647467,0.3770718232044199,"[[ 84  71  96]
 [ 67 103  63]
 [ 93  61  86]]",2,1.0,0.5,0.7
logisticregression,"{'C': 0.1, 'solver': 'liblinear', 'random_state': 42}",0.1784983708740614,0.3466850828729281,0.120190546686609,0.3466850828729281,"[[251   0   0]
 [233   0   0]
 [240   0   0]]",2,1.0,0.5,0.7
logisticregression,"{'C': 0.1, 'solver': 'lbfgs', 'random_state': 42}",0.1784983708740614,0.3466850828729281,0.120190546686609,0.3466850828729281,"[[251   0   0]
 [233   0   0]
 [240   0   0]]",2,1.0,0.5,0.7
logisticregression,"{'C': 1, 'solver': 'liblinear', 'random_state': 42}",0.1784983708740614,0.3466850828729281,0.120190546686609,0.3466850828729281,"[[251   0   0]
 [233   0   0]
 [240   0   0]]",2,1.0,0.5,0.7
logisticregression,"{'C': 1, 'solver': 'lbfgs', 'random_state': 42}",0.1784983708740614,0.3466850828729281,0.120190546686609,0.3466850828729281,"[[251   0   0]
 [233   0   0]
 [240   0   0]]",2,1.0,0.5,0.7
logisticregression,"{'C': 10, 'solver': 'liblinear', 'random_state': 42}",0.1784983708740614,0.3466850828729281,0.120190546686609,0.3466850828729281,"[[251   0   0]
 [233   0   0]
 [240   0   0]]",2,1.0,0.5,0.7
logisticregression,"{'C': 10, 'solver': 'lbfgs', 'random_state': 42}",0.1784983708740614,0.3466850828729281,0.120190546686609,0.3466850828729281,"[[251   0   0]
 [233   0   0]
 [240   0   0]]",2,1.0,0.5,0.7
