Dataset,RQ,Model,Parameter,F1 Score,Accuracy,Precision,Recall
3,5,randomforest,10.0,0.3884428872805025,0.40107591153616257,0.3955028892536476,0.39195951370603854
3,5,randomforest,25.0,0.40150138843796673,0.4202032277346085,0.4168319399953275,0.4082015444417306
3,5,randomforest,50.0,0.42757156127123186,0.4465032875074716,0.44324498068424156,0.43413152818912315
3,5,randomforest,100.0,0.4150788189216937,0.4363419007770472,0.43507857725453186,0.42321326503027734
3,5,randomforest,200.0,0.42135487942980404,0.4435146443514644,0.44783295133311446,0.4299001780576821
3,5,randomforest,500.0,0.42831617781213777,0.452480573819486,0.46243808624063704,0.4378493913143597
3,5,gradientboosting,10.0,0.2802456584298811,0.4064554692169755,0.4951735730751421,0.37289250099688576
3,5,gradientboosting,25.0,0.3419767286892701,0.41063956963538556,0.4413462392120031,0.3860190734479865
3,5,gradientboosting,50.0,0.38516511932121705,0.42677824267782427,0.4505018674136321,0.4076524421730166
3,5,gradientboosting,100.0,0.3985214212826198,0.42797369994022716,0.4348374424013029,0.41255378308299245
3,5,gradientboosting,200.0,0.43352385769259577,0.452480573819486,0.45660096220145424,0.440437463480383
3,5,gradientboosting,500.0,0.4280213615807686,0.43813508667065154,0.43608101288189444,0.4298798980068308
3,5,extratrees,10.0,0.4077460448824903,0.42080095636580994,0.4182770339805551,0.41120829389106023
3,5,extratrees,25.0,0.42033932984911265,0.43574417214584577,0.4335759394200626,0.4249030687314949
3,5,extratrees,50.0,0.41029891713197336,0.43454871488344293,0.4332328630486084,0.4202638081801085
3,5,extratrees,100.0,0.4273399767598451,0.4476987447698745,0.44954266764699785,0.4345886463573349
3,5,extratrees,200.0,0.42899257540896035,0.45307830245068736,0.4626566706485875,0.43848070444567283
3,5,extratrees,500.0,0.43807176948571147,0.46264196054991036,0.4749036061746241,0.44790179139491787
4,1,svm,0.001,0.32919005613472335,0.4907352062163778,0.2453676031081889,0.5
4,1,svm,0.01,0.3540247115471972,0.4919306634787806,0.5059551282051282,0.5006640533415678
4,1,svm,0.5,0.3946324818647506,0.4967124925283921,0.5152454103750255,0.5044946904324853
4,1,svm,1.0,0.39709649908410627,0.49611476389719067,0.5121394944924357,0.503797041281387
4,1,svm,5.0,0.40099139132587414,0.49252839210998206,0.49984294359488196,0.4999435304478107
4,1,svm,10.0,0.4034925935314118,0.4913329348475792,0.4963765677234076,0.4986147089602168
4,1,svm,20.0,0.5173117124856815,0.5182307232516438,0.5194283856048563,0.5192175178558154
4,1,svm_rbf,0.001,0.32919005613472335,0.4907352062163778,0.2453676031081889,0.5
4,1,svm_rbf,0.01,0.3540247115471972,0.4919306634787806,0.5059551282051282,0.5006640533415678
4,1,svm_rbf,0.5,0.3946324818647506,0.4967124925283921,0.5152454103750255,0.5044946904324853
4,1,svm_rbf,1.0,0.39709649908410627,0.49611476389719067,0.5121394944924357,0.503797041281387
4,1,svm_rbf,5.0,0.40099139132587414,0.49252839210998206,0.49984294359488196,0.4999435304478107
4,1,svm_rbf,10.0,0.4034925935314118,0.4913329348475792,0.4963765677234076,0.4986147089602168
4,1,svm_rbf,20.0,0.5173117124856815,0.5182307232516438,0.5194283856048563,0.5192175178558154
4,1,randomforest,10.0,0.6610043160357769,0.661685594739988,0.6618454391891893,0.6610818994355904
4,1,randomforest,25.0,0.6887112195066096,0.689181111775254,0.6918494284906498,0.6901379858525902
4,1,randomforest,50.0,0.6913541770776128,0.6921697549312612,0.6961823535384303,0.6933603243496709
4,1,randomforest,100.0,0.6992352010909737,0.6999402271368799,0.7037201992989774,0.701078068083695
4,1,randomforest,200.0,0.7072834233495199,0.7083084279737,0.7135782133400911,0.7096485735362235
4,1,randomforest,500.0,0.6976861585413074,0.698744769874477,0.7038319482917821,0.7000816306691142
4,1,gradientboosting,10.0,0.6775797845565287,0.6796174536760311,0.6871606067760595,0.6813244468843103
4,1,gradientboosting,25.0,0.6866325963821743,0.6885833831440527,0.6963211087118129,0.6902823763531248
4,1,gradientboosting,50.0,0.692353664563436,0.6939629408248655,0.7008221993833506,0.6955419075557691
4,1,gradientboosting,100.0,0.6911098563272475,0.6921697549312612,0.6970546698696949,0.693493277978876
4,1,gradientboosting,200.0,0.6975228353047613,0.6981470412432755,0.7015722633649618,0.6992288689506099
4,1,gradientboosting,500.0,0.6855773123800544,0.6861924686192469,0.6893513579154631,0.6872480314285224
4,1,extratrees,10.0,0.6701381570637088,0.6706515242080096,0.6707143902166148,0.6701506235954092
4,1,extratrees,25.0,0.6921487958346102,0.6927674835624626,0.696064736487444,0.6938363841187605
4,1,extratrees,50.0,0.6950588516717284,0.6957561267184699,0.6994129844254082,0.6968814511102343
4,1,extratrees,100.0,0.6964501011879518,0.6969515839808726,0.6998679196258444,0.6979443653394177
4,1,extratrees,200.0,0.6963070587053539,0.6975493126120741,0.7032652477049214,0.6989743985635289
4,1,extratrees,500.0,0.6973641140494444,0.698744769874477,0.7050057082638096,0.7002367432365202
4,2,svm,0.001,0.16379018612521154,0.32570659488559894,0.10856886496186631,0.3333333333333333
4,2,svm,0.01,0.16379018612521154,0.32570659488559894,0.10856886496186631,0.3333333333333333
4,2,svm,0.5,0.2843592796684481,0.3633916554508748,0.24083849245139569,0.37190082644628103
4,2,svm,1.0,0.2860071037712775,0.3620457604306864,0.2406409104522312,0.3705234159779615
4,2,svm,5.0,0.28265911105137476,0.34993270524899056,0.3431921788323172,0.35794590340044885
4,2,svm,10.0,0.3337647061313272,0.3633916554508748,0.36787417762965063,0.3646680919408192
4,2,svm,20.0,0.33275600011876133,0.36473755047106327,0.3704094389748398,0.36541263813991093
4,2,svm_rbf,0.001,0.16379018612521154,0.32570659488559894,0.10856886496186631,0.3333333333333333
4,2,svm_rbf,0.01,0.16379018612521154,0.32570659488559894,0.10856886496186631,0.3333333333333333
4,2,svm_rbf,0.5,0.2843592796684481,0.3633916554508748,0.24083849245139569,0.37190082644628103
4,2,svm_rbf,1.0,0.2860071037712775,0.3620457604306864,0.2406409104522312,0.3705234159779615
4,2,svm_rbf,5.0,0.28265911105137476,0.34993270524899056,0.3431921788323172,0.35794590340044885
4,2,svm_rbf,10.0,0.3337647061313272,0.3633916554508748,0.36787417762965063,0.3646680919408192
4,2,svm_rbf,20.0,0.33275600011876133,0.36473755047106327,0.3704094389748398,0.36541263813991093
4,2,randomforest,10.0,0.3359625918511731,0.34185733512786004,0.34032926975195327,0.3449801631619813
4,2,randomforest,25.0,0.352107089395225,0.35262449528936746,0.3561671287883592,0.35364880819426275
4,2,randomforest,50.0,0.34974565277595576,0.351278600269179,0.3518790789624561,0.3532658987204442
4,2,randomforest,100.0,0.3620436613881839,0.3620457604306864,0.3629591804865237,0.3632002722911814
4,2,randomforest,200.0,0.37388191589972525,0.3755047106325707,0.3750400833734167,0.37742642288096834
4,2,randomforest,500.0,0.3625091667800331,0.3633916554508748,0.3647504892367906,0.36512013784741054
4,2,gradientboosting,10.0,0.38467982505008363,0.39703903095558546,0.4245358894690936,0.39783762511035237
4,2,gradientboosting,25.0,0.3680576593701426,0.3714670255720054,0.3782011267103588,0.37202846293755387
4,2,gradientboosting,50.0,0.39067919862837214,0.39030955585464333,0.39476465803069805,0.39113139113139117
4,2,gradientboosting,100.0,0.39295492384575664,0.39300134589502017,0.39660947622551235,0.39379580288671195
4,2,gradientboosting,200.0,0.3750623957534363,0.3755047106325707,0.3767470756879554,0.375979875979876
4,2,gradientboosting,500.0,0.36996795313482395,0.37012113055181695,0.37058984092414304,0.37037982492527943
4,2,extratrees,10.0,0.3300011799103183,0.33378196500672946,0.3304777203674263,0.3362636544454726
4,2,extratrees,25.0,0.3455237358101135,0.3472409152086137,0.3495537778434194,0.34868162140889414
4,2,extratrees,50.0,0.3398074463741261,0.34185733512786004,0.3429618912348573,0.3438048438048438
4,2,extratrees,100.0,0.3349714675096978,0.3364737550471063,0.33496365148344864,0.3381143835689291
4,2,extratrees,200.0,0.3722108378870674,0.3728129205921938,0.37199903961839426,0.3742195560377379
4,2,extratrees,500.0,0.3749585167693117,0.3755047106325707,0.37568050112941753,0.3767935586117404
4,5,svm,0.001,0.1806826434277415,0.3717872086072923,0.1239290695357641,0.3333333333333333
4,5,svm,0.01,0.1806826434277415,0.3717872086072923,0.1239290695357641,0.3333333333333333
4,5,svm,0.5,0.1934570561459963,0.37298266586969514,0.2551671732522796,0.33545462665237585
4,5,svm,1.0,0.19595844509324534,0.37417812313209803,0.2688104416041117,0.33671725291500215
4,5,svm,5.0,0.1937838595866336,0.37298266586969514,0.3169125810105989,0.3354606621507632
4,5,svm,10.0,0.19396283457260824,0.3735803945008966,0.3307666328942925,0.3359965678313634
4,5,svm,20.0,0.19268883611566745,0.37298266586969514,0.32196088642018167,0.33536525470005024
4,5,svm_rbf,0.001,0.1806826434277415,0.3717872086072923,0.1239290695357641,0.3333333333333333
4,5,svm_rbf,0.01,0.1806826434277415,0.3717872086072923,0.1239290695357641,0.3333333333333333
4,5,svm_rbf,0.5,0.1934570561459963,0.37298266586969514,0.2551671732522796,0.33545462665237585
4,5,svm_rbf,1.0,0.19595844509324534,0.37417812313209803,0.2688104416041117,0.33671725291500215
4,5,svm_rbf,5.0,0.1937838595866336,0.37298266586969514,0.3169125810105989,0.3354606621507632
4,5,svm_rbf,10.0,0.19396283457260824,0.3735803945008966,0.3307666328942925,0.3359965678313634
4,5,svm_rbf,20.0,0.19268883611566745,0.37298266586969514,0.32196088642018167,0.33536525470005024
4,5,randomforest,10.0,0.3892134043573723,0.4004781829049611,0.3969611558105702,0.3920745142087509
4,5,randomforest,25.0,0.403575256161151,0.42080095636580994,0.41462279895102777,0.40944755076603245
4,5,randomforest,50.0,0.4012883397374749,0.4219964136282128,0.41632701983339576,0.4092839402428681
4,5,randomforest,100.0,0.42245171787791297,0.44530783024506876,0.44082843160417395,0.4317760109564595
4,5,randomforest,200.0,0.4278455959865172,0.4500896592946802,0.45749285346173396,0.4362842487946237
4,5,randomforest,500.0,0.43691249051544223,0.45786013150029886,0.46487782838907415,0.4443548240857544
4,5,gradientboosting,10.0,0.27305267772878894,0.4004781829049611,0.4873682922303159,0.3670503714389317
4,5,gradientboosting,25.0,0.3428922065111993,0.4130304841601913,0.44718364197530863,0.3879779167673489
4,5,gradientboosting,50.0,0.3728895942935931,0.4190077704722056,0.42701443500294006,0.3990275286727704
4,5,gradientboosting,100.0,0.38566874270079365,0.41721458457860133,0.4189788952581753,0.40143412058278366
4,5,gradientboosting,200.0,0.4226178705432057,0.44052600119545726,0.439875589946556,0.42896816125945003
4,5,gradientboosting,500.0,0.42558034229233405,0.43454871488344293,0.4320888854590043,0.4269687927705302
4,5,extratrees,10.0,0.3984256585206023,0.4118350268977884,0.4078249229464698,0.4021963671562818
4,5,extratrees,25.0,0.4259457176179362,0.4465032875074716,0.43903347459185227,0.43358322547839495
4,5,extratrees,50.0,0.41342150981908904,0.43454871488344293,0.4290060301271837,0.42153428253131303
4,5,extratrees,100.0,0.43386763403173106,0.45546921697549314,0.45561862846784223,0.44207958092231664
4,5,extratrees,200.0,0.45430297711516454,0.4739988045427376,0.4873994905405528,0.4605717890667292
4,5,extratrees,500.0,0.4505691933398596,0.4757919904363419,0.4865820630812003,0.46074119832596466
5,1,svm,0.001,0.33518225039619653,0.5041716328963052,0.2520858164481526,0.5
5,1,svm,0.01,0.6673776927419321,0.6710369487485102,0.6773942786069652,0.6702085038188761
5,1,svm,0.5,0.6831929917305442,0.6871275327771156,0.6952180199874614,0.6862455105473723
5,1,svm,1.0,0.6835262280400181,0.6871275327771156,0.6944443208662732,0.686285290507365
5,1,svm,5.0,0.7029677477494873,0.7050059594755661,0.7095362397796349,0.704363861611202
5,1,svm,10.0,0.7057039422336764,0.7073897497020262,0.7111117717952028,0.7068074877250409
5,1,svm,20.0,0.7025123039720507,0.7038140643623361,0.7064694382525014,0.7033111133842517
5,1,svm_rbf,0.001,0.33518225039619653,0.5041716328963052,0.2520858164481526,0.5
5,1,svm_rbf,0.01,0.6673776927419321,0.6710369487485102,0.6773942786069652,0.6702085038188761
5,1,svm_rbf,0.5,0.6831929917305442,0.6871275327771156,0.6952180199874614,0.6862455105473723
5,1,svm_rbf,1.0,0.6835262280400181,0.6871275327771156,0.6944443208662732,0.686285290507365
5,1,svm_rbf,5.0,0.7029677477494873,0.7050059594755661,0.7095362397796349,0.704363861611202
5,1,svm_rbf,10.0,0.7057039422336764,0.7073897497020262,0.7111117717952028,0.7068074877250409
5,1,svm_rbf,20.0,0.7025123039720507,0.7038140643623361,0.7064694382525014,0.7033111133842517
5,1,randomforest,10.0,0.6823711083437111,0.6829558998808105,0.6849888200894393,0.6833614634478996
5,1,randomforest,25.0,0.7083385572791411,0.7091775923718713,0.7108281972707136,0.7087794371703946
5,1,randomforest,50.0,0.71947065586086,0.7199046483909416,0.7207027011592713,0.7196265798326968
5,1,randomforest,100.0,0.7229497527846275,0.7240762812872468,0.7268010335470464,0.7235946308419712
5,1,randomforest,200.0,0.7165140479113115,0.7175208581644815,0.7197585980738475,0.7170735588288779
5,1,randomforest,500.0,0.7252578420989362,0.7264600715137068,0.729468839497623,0.7259586970358247
5,1,gradientboosting,10.0,0.6981672265009943,0.700238379022646,0.7046476532308226,0.6995959492635024
5,1,gradientboosting,25.0,0.7054834405079753,0.7073897497020262,0.7116802441177712,0.7067677077650482
5,1,gradientboosting,50.0,0.702161275887401,0.7038140643623361,0.7073284376598739,0.7032414984542643
5,1,gradientboosting,100.0,0.7068596454449907,0.7079856972586412,0.7103145805975994,0.7075178441534824
5,1,gradientboosting,200.0,0.7065266368953798,0.7073897497020262,0.7090677534386143,0.7069864975450082
5,1,gradientboosting,500.0,0.7027582694015071,0.7032181168057211,0.7039332419621952,0.7029388866157483
5,1,extratrees,10.0,0.6722095477100325,0.6734207389749702,0.6769493092884804,0.6739748136024732
5,1,extratrees,25.0,0.6914601942230988,0.6918951132300357,0.6924741539844603,0.6916300122749591
5,1,extratrees,50.0,0.7098051105113927,0.7103694874851013,0.7113843804687232,0.710050975177305
5,1,extratrees,100.0,0.7222047176814257,0.7228843861740167,0.7243473776937456,0.7225219926350246
5,1,extratrees,200.0,0.7146578968476778,0.7157330154946365,0.7181112846460007,0.7152706742134933
5,1,extratrees,500.0,0.7217101201475282,0.7228843861740167,0.7257132846058568,0.7223927077650482
5,2,svm,0.001,0.16261808367071526,0.32262382864792505,0.10754127621597502,0.3333333333333333
5,2,svm,0.01,0.16261808367071526,0.32262382864792505,0.10754127621597502,0.3333333333333333
5,2,svm,0.5,0.35228368544158045,0.35876840696117807,0.355875969475042,0.36034776365905685
5,2,svm,1.0,0.3645281518687192,0.3668005354752343,0.3642727404488111,0.3674271600288923
5,2,svm,5.0,0.37470587397861205,0.3748326639892905,0.37458627516031107,0.37510101975840676
5,2,svm,10.0,0.37439543110429185,0.3748326639892905,0.3744364790222117,0.37523709964906043
5,2,svm,20.0,0.37976364209774577,0.38018741633199465,0.37990957209908144,0.38029462031192507
5,2,svm_rbf,0.001,0.16261808367071526,0.32262382864792505,0.10754127621597502,0.3333333333333333
5,2,svm_rbf,0.01,0.16261808367071526,0.32262382864792505,0.10754127621597502,0.3333333333333333
5,2,svm_rbf,0.5,0.35228368544158045,0.35876840696117807,0.355875969475042,0.36034776365905685
5,2,svm_rbf,1.0,0.3645281518687192,0.3668005354752343,0.3642727404488111,0.3674271600288923
5,2,svm_rbf,5.0,0.37470587397861205,0.3748326639892905,0.37458627516031107,0.37510101975840676
5,2,svm_rbf,10.0,0.37439543110429185,0.3748326639892905,0.3744364790222117,0.37523709964906043
5,2,svm_rbf,20.0,0.37976364209774577,0.38018741633199465,0.37990957209908144,0.38029462031192507
5,2,randomforest,10.0,0.3313076980825332,0.3333333333333333,0.330841008127841,0.3331156400902165
5,2,randomforest,25.0,0.36283819031208475,0.36412315930388217,0.36301439081574904,0.36435261040286243
5,2,randomforest,50.0,0.36051982062458926,0.3614457831325301,0.36160019410901345,0.36162802989841186
5,2,randomforest,100.0,0.3745021809751503,0.37617135207496655,0.37498066730794627,0.37580633981426786
5,2,randomforest,200.0,0.3458118952338605,0.34805890227576974,0.34551146968457735,0.3494022373081565
5,2,randomforest,500.0,0.3526726532018376,0.35475234270414996,0.3520438641406383,0.3557984460566972
5,2,gradientboosting,10.0,0.35435762104051555,0.36010709504685406,0.35949250112574943,0.3621948061011773
5,2,gradientboosting,25.0,0.3508106182838333,0.35207496653279785,0.3512076004164612,0.35332112634466695
5,2,gradientboosting,50.0,0.37089469221344,0.37215528781793844,0.37046156170179795,0.37333470450681855
5,2,gradientboosting,100.0,0.3716981560774835,0.37215528781793844,0.3712608028837215,0.3732819670650786
5,2,gradientboosting,200.0,0.3621685056136276,0.3627844712182062,0.3618343482808008,0.3639472885811616
5,2,gradientboosting,500.0,0.3756210886213685,0.37617135207496655,0.3751271722318754,0.37696466152645197
5,2,extratrees,10.0,0.3275261532787413,0.3319946452476573,0.3279232891934647,0.3307880817445044
5,2,extratrees,25.0,0.31798819594800104,0.31994645247657294,0.31795812709791205,0.3194565994521487
5,2,extratrees,50.0,0.3449671359298206,0.3453815261044177,0.3451095687937793,0.3457249246594853
5,2,extratrees,100.0,0.36149776515751125,0.3627844712182062,0.3627709239724259,0.363441700779038
5,2,extratrees,200.0,0.334948255910365,0.3360107095046854,0.33482011122460564,0.33626246594787695
5,2,extratrees,500.0,0.34564342361741507,0.3467202141900937,0.34538637323808424,0.347238597305951
5,5,svm,0.001,0.18218565035368847,0.37604290822407627,0.1253476360746921,0.3333333333333333
5,5,svm,0.01,0.18218565035368847,0.37604290822407627,0.1253476360746921,0.3333333333333333
5,5,svm,0.5,0.33721104484187564,0.4201430274135876,0.44034302668638564,0.39031869973865635
5,5,svm,1.0,0.38006760200049583,0.4302741358760429,0.4388775743517759,0.4072939930676885
5,5,svm,5.0,0.4367648822911981,0.45530393325387364,0.4529261269950247,0.4431431531790149
5,5,svm,10.0,0.42995973908154866,0.44219308700834326,0.4383712211030026,0.4339609046585378
5,5,svm,20.0,0.413631560078088,0.4231227651966627,0.4187077032885693,0.4160178115226129
5,5,svm_rbf,0.001,0.18218565035368847,0.37604290822407627,0.1253476360746921,0.3333333333333333
5,5,svm_rbf,0.01,0.18218565035368847,0.37604290822407627,0.1253476360746921,0.3333333333333333
5,5,svm_rbf,0.5,0.33721104484187564,0.4201430274135876,0.44034302668638564,0.39031869973865635
5,5,svm_rbf,1.0,0.38006760200049583,0.4302741358760429,0.4388775743517759,0.4072939930676885
5,5,svm_rbf,5.0,0.4367648822911981,0.45530393325387364,0.4529261269950247,0.4431431531790149
5,5,svm_rbf,10.0,0.42995973908154866,0.44219308700834326,0.4383712211030026,0.4339609046585378
5,5,svm_rbf,20.0,0.413631560078088,0.4231227651966627,0.4187077032885693,0.4160178115226129
5,5,randomforest,10.0,0.43428211262570066,0.4439809296781883,0.4449846199846563,0.43509803638462596
5,5,randomforest,25.0,0.44321384946522974,0.45292014302741357,0.45169568727845705,0.44424172459137096
5,5,randomforest,50.0,0.46949585813721056,0.4827175208581645,0.4887853954257622,0.47169353405059217
5,5,randomforest,100.0,0.4533001944248536,0.46722288438617404,0.46479944865570016,0.4566884137804874
5,5,randomforest,200.0,0.45659317826879997,0.47020262216924913,0.47136317694308455,0.4603657886705923
5,5,randomforest,500.0,0.4736493759978606,0.4868891537544696,0.49107589103494664,0.4762596024048405
5,5,gradientboosting,10.0,0.3162532249648404,0.4171632896305125,0.4859926045382723,0.3844416579076167
5,5,gradientboosting,25.0,0.3736178033367672,0.4296781883194279,0.45967975779242437,0.40536227997536506
5,5,gradientboosting,50.0,0.4118428775377327,0.44576877234803336,0.455447993197766,0.42705557685937956
5,5,gradientboosting,100.0,0.43749696995345855,0.45947556615017876,0.4605922409421592,0.4448887821710046
5,5,gradientboosting,200.0,0.4343918431643535,0.44815256257449343,0.4461326181955229,0.43717932652017244
5,5,gradientboosting,500.0,0.44943351711142765,0.4576877234803337,0.4551456409921418,0.44978867840396924
5,5,extratrees,10.0,0.4354503882680856,0.4463647199046484,0.44429834844222155,0.4370779411852282
5,5,extratrees,25.0,0.4530890874470959,0.4642431466030989,0.4674135818432577,0.45474750734742636
5,5,extratrees,50.0,0.4518933806051306,0.466626936829559,0.4669589774524545,0.4551214432013506
5,5,extratrees,100.0,0.4746176475981449,0.48748510131108463,0.49115511111204163,0.4770488634435331
5,5,extratrees,200.0,0.4785426419942938,0.4922526817640048,0.49198730364802,0.4816264832960298
5,5,extratrees,500.0,0.4741394350345122,0.4892729439809297,0.49718723696440065,0.47818631357877767
6,1,svm,0.001,0.33518225039619653,0.5041716328963052,0.2520858164481526,0.5
6,1,svm,0.01,0.44444357833300985,0.5190703218116806,0.5337943558399674,0.5160483724313512
6,1,svm,0.5,0.447623894547004,0.5143027413587604,0.5216367276196106,0.5114395799236224
6,1,svm,1.0,0.4533923136771014,0.5166865315852205,0.5253275448713794,0.5138832060374613
6,1,svm,5.0,0.45304436902487577,0.5154946364719905,0.5229221589409743,0.5127111179305328
6,1,svm,10.0,0.45495071684587807,0.5160905840286055,0.5237031947784266,0.5133319694489907
6,1,svm,20.0,0.45452451715599146,0.5154946364719905,0.5225891361569753,0.5127409529005273
6,1,svm_rbf,0.001,0.33518225039619653,0.5041716328963052,0.2520858164481526,0.5
6,1,svm_rbf,0.01,0.44444357833300985,0.5190703218116806,0.5337943558399674,0.5160483724313512
6,1,svm_rbf,0.5,0.447623894547004,0.5143027413587604,0.5216367276196106,0.5114395799236224
6,1,svm_rbf,1.0,0.4533923136771014,0.5166865315852205,0.5253275448713794,0.5138832060374613
6,1,svm_rbf,5.0,0.45304436902487577,0.5154946364719905,0.5229221589409743,0.5127111179305328
6,1,svm_rbf,10.0,0.45495071684587807,0.5160905840286055,0.5237031947784266,0.5133319694489907
6,1,svm_rbf,20.0,0.45452451715599146,0.5154946364719905,0.5225891361569753,0.5127409529005273
6,1,randomforest,10.0,0.6726656397737993,0.6728247914183552,0.6735208017265326,0.6730556123840699
6,1,randomforest,25.0,0.6982722553542708,0.6990464839094159,0.7003906356355425,0.6986724859065285
6,1,randomforest,50.0,0.721623661426293,0.7222884386174017,0.7237031287591509,0.7219309760865612
6,1,randomforest,100.0,0.7174254440071275,0.7181168057210966,0.7195403533649887,0.717754080287325
6,1,randomforest,200.0,0.7226466041136783,0.7234803337306317,0.7253708934743417,0.7230732292234952
6,1,randomforest,500.0,0.7241465141116918,0.7252681764004768,0.728010104896667,0.7247866089288961
6,1,gradientboosting,10.0,0.7012556896425982,0.7032181168057211,0.7074816668606682,0.702590811965812
6,1,gradientboosting,25.0,0.7091381507114916,0.7109654350417163,0.7151923202697499,0.7103535870158211
6,1,gradientboosting,50.0,0.7076826198271935,0.7091775923718713,0.7124699053174989,0.7086302623204219
6,1,gradientboosting,100.0,0.7040168907181228,0.7050059594755661,0.7069397158177175,0.7045727064011638
6,1,gradientboosting,200.0,0.7101128694384098,0.7109654350417163,0.7126796438334542,0.7105624318057828
6,1,gradientboosting,500.0,0.7098930652494078,0.7103694874851013,0.7111825192802057,0.7100808101472995
6,1,extratrees,10.0,0.674833373926864,0.6752085816448152,0.6765541385346336,0.6755390184579014
6,1,extratrees,25.0,0.6941444520391888,0.6948748510131109,0.6960687158454295,0.6945154800872886
6,1,extratrees,50.0,0.7057831252456241,0.7061978545887961,0.7068408998480276,0.7059337493180577
6,1,extratrees,100.0,0.7251421506626101,0.7258641239570918,0.7274882467606926,0.7254870203673396
6,1,extratrees,200.0,0.7210098992628511,0.7216924910607867,0.7231456216115564,0.7213300145480996
6,1,extratrees,500.0,0.7230327174852722,0.7240762812872468,0.7265652327246817,0.7236145208219675
6,2,svm,0.001,0.16261808367071526,0.32262382864792505,0.10754127621597502,0.3333333333333333
6,2,svm,0.01,0.16882896240694403,0.3253012048192771,0.2037966537966538,0.3359273670557717
6,2,svm,0.5,0.33921507731811734,0.3654618473895582,0.37181750802690483,0.37076343001640977
6,2,svm,1.0,0.3289144511252117,0.36010709504685406,0.3572525107604017,0.36565040535748433
6,2,svm,5.0,0.29913116136865797,0.3467202141900937,0.31795838476851385,0.35279418420137976
6,2,svm,10.0,0.2914631422323642,0.35475234270414996,0.3280110726919237,0.3611152447323131
6,2,svm,20.0,0.30067653023502877,0.35207496653279785,0.3457853031679979,0.3582350455473184
6,2,svm_rbf,0.001,0.16261808367071526,0.32262382864792505,0.10754127621597502,0.3333333333333333
6,2,svm_rbf,0.01,0.16882896240694403,0.3253012048192771,0.2037966537966538,0.3359273670557717
6,2,svm_rbf,0.5,0.33921507731811734,0.3654618473895582,0.37181750802690483,0.37076343001640977
6,2,svm_rbf,1.0,0.3289144511252117,0.36010709504685406,0.3572525107604017,0.36565040535748433
6,2,svm_rbf,5.0,0.29913116136865797,0.3467202141900937,0.31795838476851385,0.35279418420137976
6,2,svm_rbf,10.0,0.2914631422323642,0.35475234270414996,0.3280110726919237,0.3611152447323131
6,2,svm_rbf,20.0,0.30067653023502877,0.35207496653279785,0.3457853031679979,0.3582350455473184
6,2,randomforest,10.0,0.35362297309361995,0.35609103078982596,0.3546929068650375,0.3562371394398925
6,2,randomforest,25.0,0.3486528798386879,0.3493975903614458,0.34886315015027547,0.3492215683427858
6,2,randomforest,50.0,0.33101947668699583,0.33467202141900937,0.33213729354943017,0.3343320810568427
6,2,randomforest,100.0,0.3689465126767677,0.3708165997322624,0.3694083333729723,0.3714848955103773
6,2,randomforest,200.0,0.35891486040440324,0.36010709504685406,0.3587864369492089,0.3609782138386117
6,2,randomforest,500.0,0.355556601397419,0.357429718875502,0.355519943019943,0.3589841765844937
6,2,gradientboosting,10.0,0.35207158307063174,0.35876840696117807,0.35732018004379,0.36098666479751335
6,2,gradientboosting,25.0,0.3741803080786131,0.37617135207496655,0.37452731368094394,0.377570191103414
6,2,gradientboosting,50.0,0.3684537445478528,0.36947791164658633,0.3688731780399228,0.3707323711214178
6,2,gradientboosting,100.0,0.37525703635120333,0.37617135207496655,0.3748439192869671,0.3775591248861309
6,2,gradientboosting,200.0,0.3660704235945236,0.3668005354752343,0.3659579979223702,0.36800779061696737
6,2,gradientboosting,500.0,0.3667076358084292,0.3668005354752343,0.36674055500811825,0.3674439322644621
6,2,extratrees,10.0,0.3526885748140103,0.3534136546184739,0.3554056198435959,0.35341538371492437
6,2,extratrees,25.0,0.32982365616545645,0.33065595716198126,0.32973462166504736,0.33090218049653125
6,2,extratrees,50.0,0.366371108352336,0.3668005354752343,0.36724577914626716,0.3666328131195366
6,2,extratrees,100.0,0.3480751588167073,0.3493975903614458,0.3480449933535361,0.3506437501733149
6,2,extratrees,200.0,0.36849763936206575,0.36947791164658633,0.3693234618276436,0.37026845454375107
6,2,extratrees,500.0,0.3394632952449788,0.34002677376171353,0.3397061195063415,0.34053409066028767
6,5,svm,0.001,0.18218565035368847,0.37604290822407627,0.1253476360746921,0.3333333333333333
6,5,svm,0.01,0.18218565035368847,0.37604290822407627,0.1253476360746921,0.3333333333333333
6,5,svm,0.5,0.18825484609798337,0.37604290822407627,0.24444826007326007,0.3339858308851625
6,5,svm,1.0,0.20875908678599261,0.3742550655542312,0.23118879679546553,0.3350110350385966
6,5,svm,5.0,0.20860595183877517,0.3712753277711561,0.21693874610721373,0.33250022445915783
6,5,svm,10.0,0.20819138466197287,0.37246722288438616,0.21949828290470771,0.3334262489847138
6,5,svm,20.0,0.20726394410604934,0.37246722288438616,0.21886077675197693,0.333295749474348
6,5,svm_rbf,0.001,0.18218565035368847,0.37604290822407627,0.1253476360746921,0.3333333333333333
6,5,svm_rbf,0.01,0.18218565035368847,0.37604290822407627,0.1253476360746921,0.3333333333333333
6,5,svm_rbf,0.5,0.18825484609798337,0.37604290822407627,0.24444826007326007,0.3339858308851625
